"JUDUL,ISI BERITA"
"Bupati Merlan Apresiasi Fakultas Pertanian UNISAN terkait Agro Expo di Desa Monano, Kecamatan Bone","Menjelang berakhirnya program kompetisi kampus merdeka 2023, mahasiswa melakukan agro expo dengan tujuan untuk menampilkan berbagai jenis dan macam produk yang telah dihasilkan selama mengikuti kegiatan membangun desa melalui KKN-T dan studi independen pertanian berkelanjutan pada Sabtu 16 Desember 2023.Lokus dua aktivitas tersebut yang berada di Kabupaten Bone Bolango sehingga kegiatan dibuka langsung oleh plt Bupati Bone Bolango Ibu Dr. Merlan S. Uloli, SE, MM dengan bertempat di Desa Monano, Kecamatan Bone.Pada kegiatan tersebut bupati dalam sambutannya menyampaikan apresiasi kepada Universitas Ichsan Gorontalo khususnya Fakultas Pertanian yang telah menerjunkan mahasiswa Agroteknologi untuk melakukan pengabdian dan pembejalaran kepada masyarakat di Desa Monano Kecamatan Bone sehingga dapat membantu peningkatan ketahanan pangan Desa.Berbagai macam produk sayuran dihasilkan selama lebih dari 4 bulan mahasiswa berkegiatan diantaranya kacang panjang, mentimun, tomat, terung, kacang tanah, kangkung, cabai rawit dan pakcoy. Selain itu mahasiswa telah membuat sejarah dengan membangun lahan sawah pertama di wilayah Bone Pesisir.Selain itu apresiasi juga disampaikan bupati karena mahasiswa telah membantu masyarakat dengan membuat teknologi tepat guna yaitu alat pemipil cengkeh yang mampu mengefisiensikan waktu dan biaya hingga 75 %.Pada kegiatan tersebut, berbagai macam produk yang dipamerkan dan habis dibeli oleh rombongan bupati yang hadir serta masyarakat yang hadir dalam kegiatan tersebut.Kegiatan agro expo juga menampilkan beberapa produk pupuk padat dan cair yang dihasilkan oleh mahasiswa KKN-T maupun mahasiswa program studi independen.Bagikan Berita Ini :"
